Date,Open,High,Low,Close,Adj Close,Volume
2019-11-03,183.994827,193.547256,179.818146,185.028717,185.028717,65028249129
2019-11-10,184.943359,190.920609,179.379562,183.348358,183.348358,55243799646
2019-11-17,183.350830,188.191345,142.344101,153.417786,153.417786,58750791992
2019-11-24,153.430527,156.848404,133.802338,152.539688,152.539688,56588515165
2019-12-01,152.491928,153.155396,145.000885,148.768158,148.768158,46959568557
2019-12-08,148.743683,152.392929,141.436981,142.869232,142.869232,49285886706
2019-12-15,142.864990,143.925354,119.780060,128.130951,128.130951,62336477985
2019-12-22,128.098129,134.731750,124.820808,128.322708,128.322708,60092955683
2019-12-29,128.266876,136.811203,126.490021,135.069366,135.069366,62318284358
2020-01-05,135.072098,146.828003,135.045624,142.927109,142.927109,61379922244
2020-01-12,143.032547,178.528778,142.707642,175.365677,175.365677,92454336453
2020-01-19,175.467590,177.247635,156.749741,161.283936,161.283936,73168597871
2020-01-26,161.176819,186.260483,160.281128,183.673950,183.673950,78667583024
2020-02-02,183.532501,226.588089,180.173950,223.146515,223.146515,102867163132
2020-02-09,222.982239,287.123688,218.080048,264.728577,264.728577,145793134062
2020-02-16,264.904053,283.537933,242.484406,262.331726,262.331726,161370793356
2020-02-23,262.278412,275.539520,212.664520,219.848511,219.848511,156491693514
2020-03-01,219.752686,249.978485,214.130432,237.853088,237.853088,131913365106
2020-03-08,237.780685,237.780685,95.184303,123.306023,123.306023,143097121881
2020-03-15,123.246063,150.853806,105.171440,132.818710,132.818710,101450725629
2020-03-22,132.851135,141.948532,121.867882,130.986496,130.986496,89615698550
2020-03-29,131.015335,146.899872,125.289680,145.219391,145.219391,85755191072
2020-04-05,145.261017,175.204132,142.102081,158.216019,158.216019,118077563316
2020-04-12,158.232391,187.940475,150.359421,186.914001,186.914001,120269390831
2020-04-19,186.861984,196.792374,170.321274,195.515305,195.515305,131191418903
2020-04-26,195.413589,227.529694,193.454163,215.325378,215.325378,148787006663
2020-05-03,215.352066,219.270874,199.047729,211.600128,211.600128,145410145544
2020-05-10,211.552200,211.552200,180.718338,200.677124,200.677124,130352514011
2020-05-17,200.608871,215.908463,193.346436,208.694397,208.694397,95973722632
2020-05-24,208.716064,243.943146,200.264282,242.345596,242.345596,82544803770
2020-05-31,242.351379,252.222000,230.052826,241.931320,241.931320,77409753196
2020-06-07,241.908081,249.888306,229.645065,238.908844,238.908844,63228311299
2020-06-14,238.968185,239.101456,221.241760,229.274261,229.274261,53555528696
2020-06-21,229.216141,248.508026,220.564575,222.959793,222.959793,51235852406
2020-06-28,222.914490,232.756119,219.472672,229.074112,229.074112,42039474216
2020-07-05,228.976196,248.308868,224.544495,239.458176,239.458176,51762711027
2020-07-12,239.459641,244.310516,231.621170,235.483810,235.483810,45020243402
2020-07-19,235.458298,306.740997,233.279739,304.056763,304.056763,56893228328
2020-07-26,303.692383,388.847961,300.267822,385.199707,385.199707,88787732869
2020-08-02,385.549866,411.228302,357.143646,393.987366,393.987366,92104937269
2020-08-09,395.305237,444.577759,367.923615,433.354919,433.354919,92298846374
2020-08-16,433.350586,442.734985,382.814636,395.835144,395.835144,82468958316
2020-08-23,395.562836,409.388580,374.355377,399.921478,399.921478,69218105447
2020-08-30,399.616699,487.211884,316.774353,335.260071,335.260071,128791307400
2020-09-06,335.334564,387.538452,319.041901,387.183105,387.183105,153959440300
2020-09-13,387.519287,393.901611,354.340179,385.544373,385.544373,109848187554
2020-09-20,385.597992,385.597992,318.545105,355.488098,355.488098,98466927574
2020-09-27,354.959900,369.264404,336.467163,346.522095,346.522095,90230246201
2020-10-04,346.602234,378.267151,334.545563,370.967590,370.967590,87390184612
2020-10-11,370.928436,395.122162,362.597412,368.855927,368.855927,97183642083
2020-10-18,368.727539,420.141663,367.601074,412.457611,412.457611,100072063836
2020-10-25,412.457642,417.159210,375.092407,386.590332,386.590332,93148265079
2020-11-01,386.590332,465.675476,371.312744,435.713135,435.713135,103239599143
2020-11-08,435.718811,475.217255,433.153778,460.149841,460.149841,87543360309
2020-11-15,460.149902,550.227417,440.254333,549.486633,549.486633,106084085408
2020-11-22,549.486633,621.173401,485.497314,538.229797,538.229797,155314957594
2020-11-29,538.264587,635.160583,531.987549,596.595459,596.595459,125338433694
2020-12-06,596.568665,606.791931,532.998413,568.567322,568.567322,83572168199
2020-12-13,568.609863,673.834229,564.565979,659.297913,659.297913,96406839085
2020-12-20,659.185059,659.923706,560.364258,635.835815,635.835815,100402118786
2020-12-27,635.887146,786.798462,628.334961,774.534973,774.534973,133640998490
2021-01-03,774.511841,1303.871826,771.561646,1281.077271,1281.077271,306418255407
2021-01-10,1280.871094,1347.926147,924.922607,1233.537598,1233.537598,270657158236
2021-01-17,1233.453369,1432.300049,1046.596558,1230.990601,1230.990601,266160153179
2021-01-24,1231.210571,1467.784912,1215.311279,1376.115479,1376.115479,279817040321
2021-01-31,1376.823608,1756.510986,1274.357788,1677.846802,1677.846802,266100154639
2021-02-07,1677.605713,1871.603516,1501.750244,1814.109863,1814.109863,283284560915
2021-02-14,1814.372314,2036.286499,1683.906616,1919.534058,1919.534058,229840316078
2021-02-21,1918.673096,1974.259644,1378.840942,1459.973145,1459.973145,226054841990
2021-02-28,1459.860474,1669.106567,1300.472168,1654.741577,1654.741577,163587843148
2021-03-07,1655.392456,1937.645508,1636.564453,1924.685425,1924.685425,171519987956
2021-03-14,1923.863770,1930.779785,1705.716064,1812.634644,1812.634644,161121573143
2021-03-21,1812.606567,1823.353027,1560.370483,1716.494629,1716.494629,170104113146
2021-03-28,1716.405640,2152.451904,1672.660400,2028.422485,2028.422485,189924017498
2021-04-04,2027.671265,2196.996338,1945.442139,2135.942139,2135.942139,190346703120
2021-04-11,2136.156982,2547.555664,2110.368896,2344.895020,2344.895020,207342582717
2021-04-18,2346.452393,2641.094971,2011.766846,2211.625732,2211.625732,303933640232
2021-04-25,2214.413818,2951.440918,2172.515137,2945.892822,2945.892822,224649194396
2021-05-02,2945.560059,3950.165039,2860.526123,3902.647705,3902.647705,322058673389
2021-05-09,3911.463135,4362.350586,3549.407227,3638.122070,3638.122070,403958006830
2021-05-16,3641.830811,3878.895996,1952.460205,2295.705566,2295.705566,389795484644
2021-05-23,2298.367188,2911.735596,1737.468750,2279.514160,2279.514160,308907413301
2021-05-30,2278.288818,2891.254883,2188.834473,2630.576904,2630.576904,206679214764
2021-06-06,2629.748779,2845.185059,2265.758057,2372.484375,2372.484375,213207874650
2021-06-13,2372.690186,2639.229248,2147.308350,2178.499023,2178.499023,170555033570
2021-06-20,2171.337891,2275.382813,1707.600586,1829.239258,1829.239258,183921738307
2021-06-27,1830.996948,2282.989014,1811.245850,2226.114258,2226.114258,174334534258
2021-07-04,2226.550293,2403.773438,2051.066650,2111.403564,2111.403564,145980349663
2021-07-11,2110.875732,2172.653320,1853.590332,1898.825195,1898.825195,110374907327
2021-07-18,1900.194336,2197.649414,1722.050781,2189.218750,2189.218750,116324881025
2021-07-25,2187.145508,2551.161133,2108.829834,2536.209961,2536.209961,140767522955
2021-08-01,2530.462891,3170.229736,2449.353516,3157.238770,3157.238770,183264165828
2021-08-08,3161.232666,3329.281006,2900.926025,3265.443359,3265.443359,183884583938
2021-08-15,3266.276123,3333.994873,2959.028320,3226.083984,3226.083984,150840437986
2021-08-22,3226.227295,3373.384277,3060.228760,3244.403320,3244.403320,125133049929
2021-08-29,3246.770996,4022.469238,3151.444580,3887.828369,3887.828369,161357030059
2021-09-05,3886.331055,3979.186523,3062.222412,3270.278076,3270.278076,173017089804
2021-09-12,3270.291748,3673.310791,3121.514160,3432.018311,3432.018311,130017423550
2021-09-19,3433.287842,3448.322021,2676.407471,2925.565674,2925.565674,158820960224
2021-09-26,2926.343018,3464.837402,2744.583008,3391.694336,3391.694336,132166717595
2021-10-03,3390.767578,3667.957520,3283.448730,3575.716797,3575.716797,119770928581
2021-10-10,3575.020508,3962.453125,3385.761719,3830.382080,3830.382080,126060227363
2021-10-17,3829.858887,4366.088379,3660.723389,4171.663574,4171.663574,132066509205
2021-10-24,4171.855957,4455.735352,3905.706055,4325.650391,4325.650391,137892342759
2021-10-31,4322.744141,4664.910156,4160.966797,4521.581055,4521.581055,125428684626
2021-11-07,4523.981934,4859.502930,4485.093262,4651.460449,4651.460449,127121303070
2021-11-14,4648.632813,4891.704590,3959.227783,4409.931152,4409.931152,135507560050
2021-11-21,4412.195313,4550.842285,3933.506592,4096.912109,4096.912109,139321432157
2021-11-28,4101.648926,4780.732422,3525.494141,4119.587402,4119.587402,177162044720
2021-12-05,4119.628906,4482.313965,3846.054443,4084.452393,4084.452393,164275339652
2021-12-12,4084.811279,4173.608887,3664.719971,3960.860107,3960.860107,150805362331
2021-12-19,3960.872314,4149.026855,3759.403320,4093.281006,4093.281006,109738937559
2021-12-26,4094.151611,4126.001465,3595.204834,3769.697021,3769.697021,92502487382
2022-01-02,3769.298340,3876.785156,3020.880859,3091.972656,3091.972656,118880217148
2022-01-09,3091.696289,3401.219971,2947.683594,3330.530762,3330.530762,102222169473
2022-01-16,3330.387207,3376.401123,2330.247314,2405.181152,2405.181152,112873729400
2022-01-23,2406.924316,2705.784180,2172.301270,2597.084717,2597.084717,124076793226
2022-01-30,2598.564941,3054.130127,2489.072266,3014.648193,3014.648193,95195425994
2022-02-06,3014.959717,3271.316162,2870.177002,2917.362793,2917.362793,101678193105
2022-02-13,2916.789551,3185.520752,2707.378418,2763.701172,2763.701172,88875743257
2022-02-20,2763.756592,2849.424072,2308.914795,2781.111816,2781.111816,118276561386
2022-02-27,2780.504395,3029.651611,2581.615723,2664.831055,2664.831055,106471432424
2022-03-06,2664.943604,2761.796387,2455.593750,2574.754150,2574.754150,83771557008
2022-03-13,2573.488037,2979.987061,2503.885254,2946.257080,2946.257080,90745222008
2022-03-20,2946.547607,3183.958008,2826.107422,3143.178955,3143.178955,104707578049
2022-03-27,3143.795654,3521.284668,3129.997803,3445.059326,3445.059326,131128188209
2022-04-03,3444.810547,3573.960205,3155.581055,3261.916260,3261.916260,120068504660
2022-04-10,3261.291504,3303.003174,3211.866943,3211.866943,3211.866943,10427054790
